flatshare_id,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_ok,deposit,deposit(room_1),deposit(room_2),deposit(room_3),deposit(room_4),deposit(room_5),detail,disabled_access,double_room,furnishings,garage,garden_patio,gender,images,interests,language,living_room,location,max_age,maximum_term,min_age,minimum_term,nationality,num_flatmates,num_housemates,occupation,orientation,parking,pets_ok,postcode,property_type,references,rent,room_type,security_deposit,smoker,smoking_ok,station,station_distance,total_num_rooms,university,vegetarian_vegan
8420941,,21 to 40,No,Now,Yes,Some,Yes,No,£950.00,,,,,,"We have a large kingsize room available  overlooking the river Lea .We are 3  girls (one couple ) working in fashion and art, friendly easy going people that like good food, good music and film and clean and tidy ;-)The Property:A large 3 bedroom, new build apartment in Clapton, Hackney E5. The apartment also offers a large balcony , canal views, and views over Millfields Park, Lea Valley River and Nature Reserve. The first level has a modern fully fitted open plan kitchen, a spacious living room with a floor to ceiling window that overlooks the canal, a large decked balcony which leads onto Garden space.There are also bike sheds and gated carparking under the building too.The location:Clapton Overground is a 5 minute walk -taking you to Liverpool St in 11mins. Bus Routes 48, 55, 56 N38. Stratford Westfield Centre – and Chatsworth Road, Ridley Road, Dalston Junction, Hackney Central, Stoke Newington Church Street markets are within walking distance. To spend a quiet day, visit London Field Park, Millfields Park, Hackney Downs Park, Victoria Park or Just stay local and walk around at the bank of River Lea and Hackney Marshes.",,,Furnished,Yes,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/07/90075224.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/07/90075333.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/07/90075344.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/34/48/34483702.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/80/96804607.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/80/96804609.jpg""]","art, fashion, fun",English,shared,Clapton,35,4 months,25,1 month,,2,,Available to all,LGBT household,Yes,No,E5Area,Flat share,Yes,"£1,100 pcm",double,,No,No,,,3,,Yes
15746996,,40 to 43,No,Now,No,Yes,Yes,No,£750.00,,,,,,"Hi  there,We  are  an  easy-going  group of 3 Italians looking  for a new  person  to  join the house. We are 1 couple and 1 single and we are all in our early 40s. We work in education and hospitality.The  house  is  a  two-storey terraced house  located  in  a  beautiful  street,  overlooking  West  Ham  Park,  so  very  quiet  and  safe.  It  is  walking  distance  from  Stratford  Station  (20  mins),  Maryland  (15mins)  and  Forest  Gate  (15mins)  and  there  is  Atherton  Leisure  Fitness  Centre  with  gym  and  swimming pool just a  few  minutes  away.On  the  ground floor there are  a  bright  living  room,  a  spacious  kitchen  with  plenty  of  storage  and  2 fridges,  a  toilet  and a room.  On  the  first  floor  there  are three  other  rooms  and  the  bathroom.  We  also  have  a  small  back  garden  where we chill  out  in  the  summer.The  room  is  fully  furnished  with  a double  bed, a bedside table, a large wardrobe and a chest  of  drawers.All  bills  and Community Fibre Broadband  are  included  in  the  rent.We  are  looking  for someone in their 30s, mature, responsible, clean  and  tidy.  We  look  after  the  house  and  clean  after  ourselves  when  using  communal  spaces.  We  expect  our new housemate  to  do  the  same.We are ok with someone with a cat, just be aware there is plenty in the area and often come to our garden.1 person is a smoker, but they smoke outside.Local  area  convenience:There  are  different  off-license shops nearby  and  Local  Sainsbury  and  Tesco  stores  less than 10  minutes  away.  A  huge  Morrison's  is  just  15  minutes  away  and  Stratford  Shopping  Centre  and  Westfield  Shopping  Centre  are  only  20  minutes  away.Transports:Buses  86,  25,  N86,  N25,  308,  325,  238,  425  are  at  the  end  of  the  street,  5  mins walk.Central  line,  Jubilee  line,  Overground, Elizabeth Line, DLR  and  Tfl  rail  service  available  at  Stratford  and  nearby  stations.National  Express  Coach  services  available  from  Westfield  Shopping  Centre  Station.",No,,Furnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425661.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/80/86/80869209.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/80/86/80869213.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/80/86/80869215.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/80/86/80869236.jpg""]","music, travelling, cooking, art, socialising, films, food, walking, cinema, photography, hiking, outdoors, history, museums, pilates",English,shared,London E7,45,None,30,6 months,,,3,Not suitable for students,,Yes,No,E7Area,House share,No,£750 pcm,double,,No,Yes,Stratford Station,15-20 minutes walk away,4,,
18083193,,27 to 32,No,08 Dec 2025,No,No,Yes,No,"£1,000.00",,,,,,"✨ 2 mins to Clapham Junction | Newly Refurbished  Room | Free Gym, Pool & Sauna |Available: 8 December 2025Bright single room in a freshly refurbished 4-bed, 2-bath flat located in a secure gated community. Fully furnished with a single bed, wardrobe and chest of drawers.🏡 The Flat:Modern, fully equipped kitchenSpacious living room with TV + dining areaGarden area with benches and little pond.Free access to on-site gym, pool & sauna📍 Location:Just 2 minutes from Clapham Junction Train StationShops, cafés, buses and everything you need close by👥 Housemates:You’ll be joining 2 young professional females and 1 young professional male — friendly, tidy, and easy-going.",No,,Furnished,No,No,"2 Females, 1 Male","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98419659.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98419732.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98419739.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98419751.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98419758.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98419773.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98419788.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98419810.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98419814.jpg""]",,,shared,Clapham Junction,40,None,21,12 months,British,3,,Available to all,,Yes,No,SW11Area,Flat share,Yes,"£1,000 pcm",single,,No,No,Clapham Junction Station,0-5 minutes walk away,4,,
17972103,,26 to 31,No,19 Jan 2026,,No,Yes,No,£750.00,,,,,,"I am moving out and we need someone nice, clean, and fun to join this amazing 3 storey terraced house just a 7 min walk from the station.The room is unfurnished, with huge bay windows.The room is on the first floor alongside the bathroom. There is also an office on the first floor which is shared between all tenants. We also have a large kitchen diner/ living room and a private garden.The current housemates are Ryan, Ellis and Nathan. We have worked hard to make this house a home and hope to find someone who will share that vision. We have different work schedules but love spending time together, going to the local pub, theatre, walks up to ally pally.The rent is £675 with bills usually coming to around £120 per person, per month.We hope to begin viewings ASAP and really look forward to hearing from you!",,,Unfurnished,,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425846.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425845.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/47/97479043.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/47/97479048.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/47/97479045.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/47/97479042.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/47/97479044.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/47/97479047.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/47/97479049.jpg""]","food, football, theatre, dancing, pubs, eating out, culture, coffee, creative",,shared,Bounds Green,33,None,25,None,,,3,Not suitable for students,LGBT household,Yes,No,N11Area,House share,,£675 pcm,double,,No,No,,,4,,
18083929,,57 to 60,No,12 Dec 2025,No,Yes,Yes,Yes,"£1,500.00",,,,,,"2 bed, 2 bath ground floor flat with a large garden.  Well placed for public transport 1 minute from tube. Shops, restaurants and bars and gyms on high street.First to see will rent, so viewing highly recommended.",No,,Furnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425662.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425663.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425664.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425665.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425666.jpg""]","music, travelling, cooking, reading, gym, films, food, yoga, theatre, netflix, nature, animals",English,shared,Wanstead,70,6 months,28,3 months,,2,,Available to all,,No,No,E11Area,Flat share,Yes,"£1,500 pcm",double En suite,,No,No,Wanstead Station,0-5 minutes by tram away,2,,
18082644,,,,12 Dec 2025,No,No,No,No,,"£1,075.00","£1,075.00","£1,075.00",£975.00,"£1,025.00","👋 Hello!We have a selection of beautiful double rooms available in a newly refurbished house in Streatham. This modern home is located 2 minutes walk to Streatham Common, getting you to Balham (5mins), Clapham (10mins) and Victoria (20mins). It's the ideal place for easy access to the city and local green spaces! ✨THE HOME 🏡This spacious 5-bedroom home is arranged across three floors, offering comfortable living for young professionals. It features a modern open-plan kitchen and lounge area with Smart TV, perfect for relaxing or catching up with housemates. There are two full bathrooms plus a separate study room providing a space to work from outside of your bedroom 👌The garden is ideal for summer BBQs or enjoying some quiet time outdoors. 🌱🍖THE NEIGHBOURHOOD 🏘️The area surrounding the home is exceptionally convenient. Streatham Common Station is only a 2-minute walk away, offering direct routes to Victoria, London Bridge, and Clapham Junction. 🚉You'll also find excellent bus links nearby that connect you quickly to Brixton and the Victoria Tube Line.🚏When it comes to shopping, everything you need is close by, including a big Sainsbury's and Lidl. For things to do, the neighbourhood features a buzzing high street with gyms, yoga studios and great coffee shops including Cut The Mustard - an award winning local favourite! 🛍️🛒THE ROOMS 🛏️We have five beautiful double rooms available, each designed for comfort and functionality. Every room is finished to a high standard and comes fully furnished with everything you need: a comfortable double bed, a wardrobe, a bedside table and either a chest of drawers or a desk with chair - depending on your preference. 🤌THE HOUSEMATES 👩‍💼👨‍💼You’ll be sharing the house with four other young professionals in their 20s–30s and likely similar to yourself. The atmosphere is sociable yet respectful, and you’ll have the opportunity to meet everyone before moving in. 💯THE BILLS 💷The bills include gas, electricity, water, council tax, superfast broadband, TV license, bi-weekly cleaner, bi-weekly gardener and in-house maintenance service to swiftly deal with any issues that may come up. The bills come to £125 per month (in addition to the monthly rent), and they are all managed for you by us.👍THE TEAM 👩‍💼👨‍💼We’re a boutique property company focused on creating homely and sociable house shares in SW London. We meet all our tenants personally to make sure the house dynamic is just right.We are not so much an agency, more like a professional landlord - as such no commissions, no hidden fees. 👏💬 If you'd like to see any of these new rooms, please call/Whatsapp us on the number provided on this ad or reply with your availability, and we'll arrange a time that works! 🗓️Many thanks,Team Homely",No,,Furnished,No,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415454.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415453.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415452.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415451.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415450.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415448.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415449.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415447.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415446.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415436.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415455.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415438.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415443.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415916.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415441.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415439.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415437.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416184.jpg""]",,,shared,Streatham Common,35,None,22,12 months,,,,Not suitable for students,,Yes,No,SW16Area,House share,Yes,£950 pcm,double,,,No,Streatham Common Station,0-5 minutes walk away,,,
18083936,,,No,Now,,No,Yes,No,£0.00,,,,,,"Superb location in Ealing common, a minute from station , shared kitchen and bathroom, with one other person",,,Furnished,,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425707.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425706.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425708.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425705.jpg""]",,,shared,Ealing Common,,6 months,,3 months,,,1,Available to all,,,No,W5Area,House share,,£750 pcm,double,,No,Yes,,,2,,
17541390,,,No,17 Jan 2026,No,No,Yes,Yes,,£0.00,£0.00,,,,"Flexible with move-in date.Hey! We are looking for new flatmates to take over one large double room and one standard double room available at our centrally located flat. Unfortunately, our two amazing flatmates are moving out, so we are looking for new tenants to take over their rent. The contract is until late September, with the possibility of an extension.• Great location: 20-25 min walk to Camden, Regent’s Park & Hampstead Heath• Well-connected: 8-10 min walk to Kentish Town, Tufnell Park & Caledonian Road stations (Northern & Piccadilly Lines)• Easy transport: 15 min by bus to King’s Cross, direct buses to Euston & Trafalgar Square & Victoria coach station.Considering the location and the maintenance of the flat, the price is just great. Bills come around £25-80 a month depending on how cold it is :).We have a huge community park behind the property and a basketball court for leisure time. The homies are also very chill. You will be sharing the house with mixed nationalities. All of them are professionals and very welcoming.Feel free to reach out if you have any other questions.",No,,Furnished,No,Yes,3 Males,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/86/93869380.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/40/95408187.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/40/95408188.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/40/95408186.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/86/93869382.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/86/93869383.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/86/93869397.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/86/93869378.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/94/94949678.jpg""]",,,shared,Tufnell Park,34,8 months,22,2 months,,3,,Available to all,,No,No,N7Area,Flat share,No,£753 pcm,double,,No,No,,,5,,
18083908,,40 to 45,Yes,02 Jan 2026,Yes,Yes,Yes,No,"£1,315.00",,,,,,"Bright and modern double bedroom available in a 2-year-old flat in Bermondsey. The room is fully furnished with a TV, generous storage, and a comfortable king-size bed.We’re looking for a tidy, clean, and respectful weekday lodger — someone who keeps to themselves, doesn’t work from home, and uses the room for rest rather than business.The rental is Monday to Friday only, perfect for a professional who needs a quiet and welcoming base in London during the week.",No,,Furnished,No,No,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425391.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425425.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425426.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425427.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425516.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425527.jpg""]",,English,shared,Bermondsey,,None,30,1 month,,2,,Available to all,LGBT household,No,No,SE16Area,Flat share,No,"£1,140 pcm",double,,No,No,Bermondsey Station,5-10 minutes walk away,2,,
17665785,,19 to 31,No,Now,Yes,Some,Yes,No,£600.00,,,,,,"A bright and well appointed loft room ,in a beautiful house in StratfordTwo minutes walk to Maryland Elizabeth line  and 10 minutes from Stratford from where it is a 12 minute to Liverpool street , 18 minutes to sohoWould suit a young professional  or studentStudent is the preferredThe shared parts of the house are modern and attractive and there is a pretty garden with a table and chairsThe housemates are 2 working 2 students both in our 30got interested in everything but very focused on all things creativeBillsSome bills not included the gas and electricityThe other bills the landlord paidCall me or text me on the mobile if you are interestedPictures and Videos send me a message with your WhatsAppTomorrow I will do viewing",No,,Furnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/20/95207743.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98221952.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/20/95207733.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/77/97775150.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/54/95546976.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98221951.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/77/97775152.jpg""]","cooking, hiking",English,shared,Stratford,51,None,18,6 months,,,3,Available to all,,No,No,E15Area,House share,No,£825 pcm,single,,No,No,Maryland Station,0-5 minutes walk away,4,,
16557623,,41 to 51,No,01 Jan 2026,Yes,Yes,Yes,No,£400.00,,,,,,"Hi,Welcome to our home.We are looking for a person who is friendly and relaxed.We are renting out the room on a weekly/monthly short term basis or Monday to Friday only.Weekly fee is £250 or £1100 per month with a £400 deposit for monthly rentals.The Monday to Friday fee is negotiable depending on the amount of days you are planning to stay (£500-£700).The room;Double room with a double bed and memory foam mattress.Double wardrobe with moving mirrored doors.Private desk next to window.Large bookshelf for storage.TV with amazon fire stick.WifiPrivate bathroom:Bath tub/shower, large mirror and wall mounted cabinet.The flat:Open plan kitchen and living room with balcony.Washer/dryer and dishwasher available.Gym access and cycle storage:There is a resident gym and cycle storage in the development, 24 hour access, included in price.Location:8-minutes walk to Upton Park Tube station (District line and Hammersmith and City line).15-minutes to Stratford Westfield/Olympic park from Upton park station.20-25 minutes to Canary wharf and City of London from Upton park station.15-minutes walk to East ham high street (Primark, Wilko etc) and East ham leisure centre.10-minutes walk to Lidl, next to Upton park station2-minutes walk to Tesco.10-minutes walk to Central park (and café') of East ham.Looking forward to meeting you!Lina and Sigrid",,,Furnished,,,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/86/76/86762984.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/86/76/86762987.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/86/76/86762988.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/86/76/86762991.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/86/76/86762993.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/86/76/86762994.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/55/91550509.jpg""]","music, art, comedy, drama",English,shared,Upton Park,55,3 months,25,None,,2,,Available to all,LGBT household,,No,E13Area,Flat share,,£250 pw,double En suite,,No,Yes,,,2,,
18083909,35,,No,20 Jan 2026,Yes,Yes,Yes,No,£0.00,,,,,,"The Room & Apartment:​Spacious Double room own bathroom. The apartment has an open plan living are with high-spec kitchen appliances.​Great views over the River Thames.As a resident of Altura Tower, you will benefit from:​24-Hour Concierge service for security and convenience.​Access to secure underground [Parking is often available, please confirm].​Excellent Transport Links: Short walk to Clapham Junction and Wandsworth Town Stations, plus easy access to the Thames Clipper riverboat service.Im 35 years old and travel a bit during the year. Into sports and keeping fit. Looking for a chilled out flat mate with zero stress.",,,Furnished,Yes,,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425501.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425499.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425502.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425500.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425497.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425498.jpg""]","travelling, cooking, sports, gym, socialising, gigs, surfing, gin",,No,Battersea,50,None,26,6 months,,1,,Available to all,,Yes,No,SW11Area,Flat share,,"£1,450 pcm",double,,No,Yes,,,2,,
18083918,,18 to 38,No,18 Jan 2026,No,No,No,No,£770.00,,,,,,"1 room available for a single person in shared flat. Female tenant preferred. Large, light room with double bed, sofa, wardrobe and bookshelf. Other 2 are rooms currently occupied by nurses.Monthly rent £770Shared Bills estimate currently £123 per roomExcellent location, a few minutes walk from Southfields tube. Friendly area with local shops and cafes and a large park nearby.The flat has plenty of character and is an older style period property. It is on the ground floor with its own entrance and a private garden at the rear.3 double bedrooms ( 2 large, 1 smaller), bathroom with bath and shower over, Kitchen/diner with electric oven, washing machine and fridge. Kitchen/diner has a window and door to garden. Gas central heating.Private landlord. Good references are essential. One month’s security deposit. No smokers or pets.On street parking is by permit from the local council - Wandsworth. Council tax- Wandsworth.Assured shorthold tenancy- minimum term 6 months.Electrical safety certificate-valid until 2028Gas Safety Certificate- valid until January 2026, and new one booked. (New gas boiler fitted 2023)EPC- Rating C",No,,Furnished,No,Yes,4 Females,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425505.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425522.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425523.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425524.jpg""]",,,No,Southfields,55,None,20,6 months,,4,,Available to all,,No,No,SW18Area,Shared property,Yes,£770 pcm,double,,No,No,Southfields Station,0-5 minutes walk away,3,,
5013028,,,,03 Jan 2026,,,,,,,,,,,"Property to Let – Fantastic Location!A fully furnished property featuring an open-plan kitchen and bathroom.Prime Location:Just a short walk to Surrey Quays Shopping Centre, Southwark Park, local restaurants, and bars.Excellent Transport Links:• Approximately 9-minute walk to Surrey Quays Station• 15 minutes to Canada Water Station• 15 minutes to South BermondseyAdditional Details:• Deposit, advance rent, references, and in some cases a guarantor may be required• Some bills included• NO ADMIN FEES• No agencies please",,,Furnished,,,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/15/27/15279799.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/67/97678906.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/67/97678945.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/67/97678907.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/67/97678908.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/67/97678909.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/67/97678946.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/15/27/15279865.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/15/27/15279889.jpg""]",,,own,Surrey Quays,,None,,12 months,,,,Available to all,,Yes,No,SE8Area,"Flat
        
        to rent",Yes,,,"£1,700.00",,No,,,,,
17950879,,,,02 Jan 2026,No,Yes,Yes,No,£800.00,,,,,,"Looking for a cozy and friendly place to call home? This furnished double bedroom is on a ground floor flat on a residential road. It’s available for £800 a month, with bills included, and offers the comfort of a lovely garden and parking outside. You’ll be sharing the space with me, a trainee solicitor preparing for exams in July 2026. I’m sociable but also appreciate having space to focus, especially as I value a quiet, tidy environment.  I work three days in the office and two days from home during the week. If you’re someone who values cleanliness, respect, and a friendly yet peaceful atmosphere, this could be the perfect place for you!",No,,Furnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/37/97375120.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/37/97375124.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/37/97375125.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/37/97375128.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/37/97375144.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/37/97375146.jpg""]",,,No,Brockley,,None,25,None,,,,Not suitable for students,,Yes,No,SE4Area,Flat share,Yes,£800 pcm,double,,,No,Crofton Park Station,0-5 minutes walk away,,,
18039242,,20 to 40,No,30 Dec 2025,No,Yes,Yes,No,£0.00,,,,,,"Cosy Room in All-Female Flat – Turnham Green (30 Dec – 30 Jan)I’m subletting my cosy room in a 5-bed all-female flat, between 30th December to 30th January.The flat is in a lovely, quiet area close to Turnham Green Tube Station and several bus stops, just 10 minutes’ walk to Chiswick. Shops, cafés, and parks are all nearby.🛏️Room details:Newly refurbishedSecond floor of the flatTV with internet accessSpace for personal items will be provided🏠 Flat details:2 bathrooms + extra washroom with washing and drying machinesDishwasher in the kitchenCosy shared living room with TV + internet access💷 £800 pcm (bills included, negotiable for shorter/weekly stay)📅 Available: 30 Dec – 30 Jan📍 Location: Turnham Green / Bedford ParkIt’s a comfortable and welcoming home, perfect for someone looking for a short stay in a well-connected part of West London.",No,,Furnished,No,Yes,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425489.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425487.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425490.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425486.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425494.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425491.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425492.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425493.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425495.jpg""]","travelling, cooking, sports, art, films, food, walking, yoga, cinema, photography, theatre, fashion, nature, going out, culture",English,shared,Bedford Park,,1 month,18,1 month,,5,,Available to all,,No,No,W12Area,Flat share,No,£870 pcm,double,,No,No,Turnham Green Station,5-10 minutes walk away,5,,
